STRAP-IML,nom_en,nom_fr,verbatimIdentification,aphiaID,scientificName,aphiaID_corr,lifeStage,Occurrences_2004-2022,taxonRank,occurenceRemarks,identificationRemarks,taxonomicRemarks,note_CN,name_sugg,STRAP-IML_sugg
891,Yellowtail Flounder,Limande à queue jaune,Limanda ferruginea,158879,Limanda ferruginea,158879,,69,Species,,,,,Limanda ferruginea,891
892,"Greeenland Halibut, Turbot","Flétan du Groenland, turbot",Reinhardtius hippoglossoides,127144,Reinhardtius hippoglossoides,127144,,2716,Species,,,,,Reinhardtius hippoglossoides,892
893,Atlantic Halibut,Flétan atlantique,Hippoglossus hippoglossus,127138,Hippoglossus hippoglossus,127138,,832,Species,,,,,Hippoglossus hippoglossus,893
895,Winter Flounder,Plie rouge,Pseudopleuronectes americanus,158885,Pseudopleuronectes americanus,158885,,2,Species,,,,,Pseudopleuronectes americanus,895
966,"Monkfish, Goosefish",Baudroie d'Amérique,Lophius americanus,159184,Lophius americanus,159184,,176,Species,,,,,Lophius americanus,966
980,Seadevils (Ceratiidae),Poissons-pÍcheur (Cératidé),Ceratiidae,125487,Ceratiidae,125487,,1,Family,incertain,,,photo et conserve,Ceratiidae,980
982,"Triplewart Seadevil, Warted Seadevil","Petit pÍcheur abyssal, PÍcheur à trèfle",Cryptopsaras couesii,126538,Cryptopsaras couesii,126538,,7,Species,,,,,Cryptopsaras couesii,982
984,,PÍcheur rÍveur,Oneirodidae,125496,Oneirodidae,125496,,1,Family,,complex to identify,,photo et conserve,Oneirodidae,984
1100,Invertebrates,Invertébrés,Invertébrés,,Animalia,2,,63,Kingdom,placeholder name,unknown but not fish,,photo et conserve,Animalia,1100
1101,Sponges (Porifera),Éponges (Porifera),Porifera,558,Porifera,558,,1733,Phylum,several species possible,not possible to records all kinds,several species in review,photo et conserve,Porifera,1101
1107,Sponge (P. hemisphaerica),Éponge (P. hemisphaerica),Polymastia hemisphaerica,134200,Polymastia hemisphaerica,134200,,90,Species,,,,,Polymastia hemisphaerica,1107
1108,Sponge (T. semisuberites),Éponge (T. semisuberites),Tentorium semisuberites,134224,Tentorium semisuberites,134224,,83,Species,,,,,Tentorium semisuberites,1108
1109,Sponge (Polymastia sp.),Éponge (Polymastia sp.),Polymastia sp.,132046,Polymastiidae,131673,,153,Family,more than one genus,,,famille pas genre,Polymastiidae,1103
1112,Sponge ( S. borealis),Éponge (S. borealis),Stylocordyla borealis,134240,Stylocordyla borealis,134240,,221,Species,,,,,Stylocordyla borealis,1112
1113,Sponge (Sycon sp.),Éponge (Sycon sp.),Sycon sp.,131723,Sycon,131723,,7,Genus,,,,,Sycon,1113
1114,Sponge (T. muricata),Éponge (T. muricata),Thenea muricata,134106,Thenea muricata,134106,,26,Species,,,,,Thenea muricata,1114
1115,Fig sponge (S. ficus),Éponge (S. ficus),Suberites ficus,134285,Suberites ficus,134285,,38,Species,,,,,Suberites ficus,1115
1117,Sponge (M. lingua),Éponge (M. lingua),Mycale (Mycale) lingua,168640,Mycale (Mycale) lingua,168640,,63,Species,,,,,Mycale (Mycale) lingua,1117
1118,Sponge (M. loveli),Éponge (M. loveli),Mycale Mycale loveni,168642,Mycale,131907,,5,Genus,placeholder name,distinct from lingua,new species not loveni,"nouvelle espèce en cours, mettre au genre",Mycale,1143
1120,Sponge (A. foliatum),Éponge (A. foliatum),Asconema foliatum,172017,Asconema foliatum,172017,,42,Species,,,,,Asconema foliatum,1120
1122,Sponge (P. andrica),Éponge (P. andrica),Polymastia andrica,157415,Polymastia andrica,157415,,2,Species,,,,,Polymastia andrica,1122
1123,Sponge (P. grimaldii),Éponge (P. grimaldii),Polymastia grimaldii,134199,Polymastia grimaldii,134199,,12,Species,,,,,Polymastia grimaldii,1123
1127,Sponge (W. bursa),Éponge (W. bursa),Weberella bursa,134232,Weberella bursa,134232,,19,Species,,,,,Weberella bursa,1127
1128,Sponge (A. arcigera),Éponge (A. arcigera),Artemisina arcigera,132992,Artemisina arcigera,132992,,19,Species,,,,,Artemisina arcigera,1128
1130,Sponge (C. polyura),Éponge (C. polyura),Craniella polyura,171347,Craniella polyura,171347,,11,Species,,,,,Craniella polyura,1130
1131,Sponge (H. arcofer),Éponge (H. arcofer),Hemigellius arcofer,166752,Hemigellius arcofer,166752,,27,Species,,,,,Hemigellius arcofer,1131
1132,Sponge (I. piceum),Éponge (I. piceum),Iophon piceum,132972,Iophon piceum,132972,,5,Species,,,,,Iophon piceum,1132
1136,Sponge (P. bowerbanki),Éponge (P. bowerbanki),Phakellia bowerbanki,132506,Plicatellopsis bowerbanki,1426129,,9,Species,,,,,Plicatellopsis bowerbanki,1136
1340,Cnidarians (unspecified jellyfishes),Cnidaires (méduses non spécifiées),Cnidaria,1267,Cnidaria,1267,,3,Phylum,may be debris, ,, ,Cnidaria,1340
1341,Hydrozoans (Hydrozoa),Hydrozoaires (Hydrozoa),Hydrozoa,1337,Hydrozoa,1337,,670,Class,placeholder name,"fixed, sessile polyps",excluding hydromedusa,types sessiles excluant les hydroméduses,Hydrozoa,1341
1352,Whitecross Jellyfish,Méduse à croix blanche,Staurostoma mertensii,594013,Staurostoma mertensii,594013,,43,Species,,,,,Staurostoma mertensii,1352
1353,Jellyfish (P. lactea),Méduse (P. lactea),Ptychogena lactea,117728,Ptychogena lactea,117728,,413,Species,,,,,Ptychogena lactea,1353
1357,Bottlebrush Hydroid  (T. thuja),Hydrozoaire (T. thuja),Thuiaria thuja,117940,Thuiaria thuja,117940,,152,Species,,,,,Thuiaria thuja,1357
1366,Hydrozoans (Thuiaria sp.),Hydrozoaires (Thuiaria sp.),Thuiaria sp.,117237,Thuiaria thuja,117940,,2,Species,expect 1 species,,,, , 
1375,,Siphonophore,Siphonophorae,1371,Stephalia corona,135509,,6,Species,,,,"est Stephalia corona, 1381",Stephalia corona,1381
1380,,Siphonophore (Rhodaliidae),Rhodaliidae,135350,Stephalia corona,135509,,45,Species,,,,"est Stephalia corona, 1381", , 
2040,Scyphozoans (Jellyfish) (Scyphozoa),Scyphozoaires (Méduses) (Scyphozoa),Scyphozoa,135220,Scyphozoa,135220,,848,Class,incertain,,,,Scyphozoa,2040
2050,Horned Stalked Jellyfish,Lucernaire à quatres cornes,Lucernaria quadricornis,135328,Lucernaria quadricornis,135328,,4,Genus,,,species complex,,Lucernaria quadricornis,2050
2080,Lion's Mane (C. capilata),Crinière de lion (C. capilata),Cyanea capillata,135301,Cyanea,135259,,968,Genus,several species possible,genetics required,,génétique besoin pour confirmer sp.,Cyanea,2079
2084,Jelly fish (Aurelia sp.),Méduse (Aurelia sp.),Aurelia sp.,135263,Aurelia,135263,,1,Genus,,,species complex,génétique besoin pour confirmer sp.,Aurelia,2084
2085,Moon Jelly,Méduse de lune,Aurelia aurita,135306,Aurelia,135263,,164,Species,,,,, , 
2096,Crown jellyfish (P. periphylla),Méduse à coronne (P. periphylla),Periphylla periphylla,135294,Periphylla periphylla,135294,,536,Species,,,,,Periphylla periphylla,2096
2097,Jellyfish (A. wyvillei),Méduse (A. wyvillei),Atolla wyvillei,135282,Atolla wyvillei,135282,,49,Species,,,,,Atolla wyvillei,2097
2100,Anthozoan,Anthozoaires,Anthozoa,1292,Anthozoa,1292,,1,Class,incertain,,,,Anthozoa,2100
2150,Anemone (H. digitata),Anémone (H. digitata),Hormathia digitata,100951,Hormathia digitata,100951,,206,Species,,,,,Hormathia digitata,2150
2151,Sea Anemone (C. similis†),Anémone de mer (C. similis†),Cribrinopsis similis,100824,Cribrinopsis similis,100824,,4,Species,,,,,Cribrinopsis similis,2151
2152,Sea Anemone ((U. crassicornis),Anémone de mer (U. crassicornis),Urticina crassicornis,100832,Urticina crassicornis,100832,,21,Species,,,,,Urticina crassicornis,2152
2153,Anemone (P. patula),Anémone beige évasée,Ptychodactis patula,101020,Ptychodactis patula,101020,,11,Species,,,,,Ptychodactis patula,2153
2156,Zoanthid (E. erdmanni),Zoanthide (E. erdmanni),Epizoanthus erdmanni,101027,Epizoanthus erdmanni,101027,,25,Species,,,,,Epizoanthus erdmanni,2156
2157,Sea Anemone (Epizoanthus sp.),Anémone de mer (Epizoanthus sp.),Epizoanthus sp.,100790,Epizoanthus erdmanni,101027,,310,Species,expect 1 species,,,1 sp seulement, , 
2158,Anemone (B. tuediae),Anémone de mer (B. tuediae),Bolocera tuediae,100817,Bolocera tuediae,100817,,1165,Species,,,,,Bolocera tuediae,2158
2159,Sea anemone (S. nexilis),Anémone de mer (S. nexilis),Stephanauge nexilis,158258,Stephanauge nexilis,158258,,229,Species,,,,,Stephanauge nexilis,2159
2162,Anemone (A. callosa),Anémones de mer (A. callosa),Actinostola callosa,100839,Actinostola callosa,100839,,934,Species,,,,,Actinostola callosa,2162
2165,Sea Anemones (Actiniaria),Actinies et Anémones (Actiniaria),Actiniaria,1360,Actiniaria,1360,,279,Order,incertain,needs review,needs review,,Actiniaria,2165
2167,Rugose Anemone,Anémone noduleuse,Hormathia nodosa,100954,Hormathia nodosa,100954,,116,Species,,,,,Hormathia nodosa,2167
2171,Clonal Plumose Anemone (M. senile),Anémone de mer (M. senile),Metridium senile,100982,Metridium senile,100982,,5,Species,,,,,Metridium senile,2171
2173,Anemone (S. coccinea),Anémone marbrée (S. coccinea),Stomphia coccinea,100854,Stomphia coccinea,100854,,473,Species,,,,,Stomphia coccinea,2173
2182,Anemone (A.cristata),Anémone de mer (A. cristata),Actinauge cristata,158210,Actinauge cristata,158210,,703,Species,,,,,Actinauge cristata,2182
2183,Sea Cauliflower (D. florida),Corail mou (D. florida),Duva florida,146943,Duva florida,146943,,189,Species,,,,,Duva florida,2183
2184,Sea Strawberry (G. rubiformis),framboise de mer (G. rubiformis),Gersemia rubiformis,156103,Gersemia rubiformis,156103,,372,Species,,,,,Gersemia rubiformis,2184
2191,Soft coral (D. glomerata),Corail mou (D. glomerata),Drifa glomerata,146941,Drifa glomerata,146941,,258,Species,,,,,Drifa glomerata,2191
2201,Sea Pens (Pennatulacea),Plumes de mer (Pennatulacea),Pennatulacea,1367,Pennatulacea,1367,,338,Class,incertain,,,,Pennatulacea,2201
2203,Sea Pen (P. aculeata),Plume de mer (P. aculeata),Pennatula aculeata,128515,Pennatula aculeata,128515,,1214,Species,,,,,Pennatula aculeata,2203
2204,Sea anemone (Zoanthids),Anémone de mer (Zoanthidés),Zoanthidae,100690,Zoanthidae,100690,,2,Family,incertain,,,conserve,Zoanthidae,2204
2205,Sea Anemones (Actinauge sp.),Anémones de mer (Actinauge sp.),Actinauge sp.,100750,Actinauge cristata,158210,,4,Species,,,,,Actinauge cristata,2205
2207,Sea anemone (L. multicorne),Anémone (L. multicorne),Liponema multicorne,593072,Liponema multicorne,593072,,132,Species,,,,,Liponema multicorne,2207
2210,Sea Pen (P. grandis),Plume de mer (P. grandis),Ptilella grandis,1379630,Ptilella grandis,1379630,,357,Species,,,,,Ptilella grandis,2210
2213,Sea pen (K. stelliferum),Plume de mer (K. stelliferum),Kophobelemnon stelliferum,128512,Kophobelemnon stelliferum,128512,,2,Species,,,,conserve,Kophobelemnon stelliferum,2213
2217,Sea pen (H. finmarchica),Plume de mer (H. finmarchica),Halipteris finmarchica,128509,Halipteris finmarchica,128509,,241,Species,,,,,Halipteris finmarchica,2217
2218,Sea pen (A. grandiflorum),Plume de mer (A. grandiflorum),Anthoptilum grandiflorum,128504,Anthoptilum grandiflorum,128504,,572,Species,,,,,Anthoptilum grandiflorum,2218
2219,Soft corals (Nephtheidae),Coraux mous (Nephtheidae),Nephtheidae,146762,Nephtheidae,146762,,266,Family,Drifa or Duva only,,family is in revision,famille est en révision (exclure Gersemia),Nephtheidae,2219
2222,Soft coral (Heteropolypus sp.),Corail mou (Heteropolypus sp.),Heteropolypus sp.,345446,Heteropolypus,345446,,1,Genus,,,,famille est en révision; conserve,Heteropolypus,2222
2224,Cup coral (F. alabastrum),Madrépore (F. alabastrum),Flabellum (Ulocyathus) alabastrum,135194,Flabellum (Ulocyathus) alabastrum,135194,,106,Species,1 species at limit of distribution in St. Lawrence,,,,Flabellum (Ulocyathus) alabastrum,2224
2250,Comb-Jellies (Ctenophora),Cténophores (Ctenophora),Ctenophora,1248,Ctenophora,1248,,5,Phylum,zooplankton,likely Pleurobrachia pileus,,présume P. pileus,Ctenophora,2250
2255,Sea Gooseberry,Groseille de mer ronde,Pleurobrachia pileus,106386,Pleurobrachia pileus,106386,,282,Species,,,,,Pleurobrachia pileus,2255
2295,Flatworms (Fecampiidae),Vers flats (Fecampiidae),Fecampiidae, ,Kronborgia caridicola,142966, ,32,Species,,,,"est Kronborgia caridicola, 9964",Kronborgia caridicola,9964
2296,Fecampiidae Egg Capsule,Capsule d'oeuf de Fecampiidae,Capsule d'oeuf de Fecampiidae,,Kronborgia caridicola,142966,oeuf,26,Species,,,,"est Kronborgia caridicola, 9964", , 
2573,Priapulid (P. caudatus),Priapulide (P. caudatus),Priapulus caudatus,101160,Priapulus caudatus,101160,,6,Species,,,,,Priapulus caudatus,2573
2585,Nematode,Nématode,Nematoda,799,Nematoda,799,,4,Phylum,likely errors for Nemertea,,,"peu probable, était Nemertea",Nematoda,2585
2670,Bryozoans (Bryozoa),Bryozoaires (Bryozoa),Bryozoa,146142,Bryozoa,146142,,222,Phylum,often calcareous debris,,,,Bryozoa,2670
2675,Bryozoan (Alcyonidium sp.),Bryozoaire (Alcyonidium sp.),Alcyonidium sp.,110993,Alcyonidium,110993,,7,Genus,,,,débris du littoral,Alcyonidium,2675
2676,Marine bryozoans (A. gelatinosum),Bryozoaire marin (A.gelatinosum),Alcyonidium gelatinosum,111600,Alcyonidium gelatinosum,111600,,9,Species,,,,débris du littoral,Alcyonidium gelatinosum,2676
2677,Bryozoan (A. pachydermatum),Bryozoaire (A. pachydermatum),Alcyonidium pachydermatum,470640,Alcyonidium pachydermatum,470640,,14,Species,,,,débris du littoral,Alcyonidium pachydermatum,2677
2679,Marine bryozoans (S. securifrons),Bryozoaires marins (S. securifrons),Securiflustra securifrons,111374,Securiflustra securifrons,111374,,113,Species,,,,,Securiflustra securifrons,2679
2684,Marine Bryozoan (Celleporina sp.),Bryozoaire marin (Celleporina sp.),Celleporina,110875,Celleporina,110875,,1,Genus,,,,incertain, , 
2685,Marine Bryozoan (C. surcularis),Bryozoaire marin (C. surcularis),Celleporina surcularis,111277,Celleporina surcularis,111277,,3,Species,,,, ,Celleporina surcularis,2685
2686,marine bryozoan (Phidolopora elongata),Bryozoaire marin (Phidolopora elongata),Phidolopora elongata,111445,Phidolopora elongata,111445,,4,Species,,,, ,Phidolopora elongata,2686
3000,Ribbon Worm,Némerte,Nemertea,152391,Nemertea,152391,,36,Phylum,,difficult to do,,2 types possible,Nemertea,3000
3090,Lamp Shell (H. psittacea),Brachiopode (H. psittacea),Hemithiris psittacea,104054,Hemithiris psittacea,104054,,93,Species,,,,,Hemithiris psittacea,3090
3101,Northern Lamp Shell,Térébratule du Nord,Terebratulina septentrionalis,104056,Terebratulina septentrionalis,104056,,194,Species,,,,,Terebratulina septentrionalis,3101
3125,Chitons (Polyplacophora),Chitons (Polyplacophora),Polyplacophora,55,Polyplacophora,55,,5,Class,incertain,,,photo et conserve,Polyplacophora,3125
3133,Chiton (Tonicellidae),Chiton (Tonicellidae),Tonicellidae,385500,Tonicellidae,385500,,5,Family,2 kinds,,,2 types possible,Tonicellidae,3133
3134,Chitons (Tonicella sp.),Chitons (Tonicella sp.),Tonicella sp.,138090,Tonicellidae,385500,,5,Family,more than one genus,,,, , 
3141,chiton (Hanleya hanleyi),chiton (Hanleya hanleyi),Hanleya hanleyi,140082,Hanleya hanleyi,140082,,1,Species,,,,,Hanleya hanleyi,3141
3145,Northern White Chiton,Chiton blanc du nord,Stenosemus albus,247773,Stenosemus albus,247773,,1,Species,,,,,Stenosemus albus,3145
3146,Chiton (S. exaratus),Chiton (S. exaratus),Stenosemus exaratus,386014,Hanleya hanleyi,140082,,1,Species,,,,erreur, , 
3154,Northern Red Chiton,Souris de mer (Chiton),Tonicella rubra,140152,Tonicella rubra,140152,,2,Species,,,,,Tonicella rubra,3154
3164,Chiton (A. vestita),Chiton (A. vestita),Amicula vestita,159928,Amicula vestita,159928,,9,Species,,,,,Amicula vestita,3164
3175,Gastropods (Slug and Snail),Gastéropodes (escargot et limace),Gastropoda,101,Gastropoda,101,,50,Class,incertain,,,photo et conserve,Gastropoda,3175
3198,Northern Blind Limpet,Patelle (L. caeca),Lepeta caeca,140187,Lepeta caeca,140187,,1,Species,,,,,Lepeta caeca,3198
3212,Topsnail (Margarites sp.),Troques (Margarites sp.),Margarites sp.,138592,Margarites,138592,,1,Genus,,,,incertain,Margarites,3212
3216,Greenland marguerite,Troque (M. groenlandicus),Margarites groenlandicus,141820,Margarites groenlandicus,141820,,50,Species,,,,,Margarites groenlandicus,3216
3219,Boreal Rosy Margarite,Margarite rosé du Nord,Margarites costalis,141819,Margarites costalis,141819,,143,Species,,,,,Margarites costalis,3219
3225,Topsnail (Solariella sp.),Gastéropes (Solariella sp.),Solariella sp.,138597,Solariella,138597,,2,Genus,,,,incertain,Solariella,3225
3227,Varicose Solarelle,Gastéropode (S. varicosa),Solariella varicosa,141846,Solariella varicosa,141846,,2,Species,,,,,Solariella varicosa,3227
3249,Common Periwinkle,Bigorneau,Littorina littorea,140262,Littorina littorea,140262,,2,Species,,,,débris du littoral,Littorina littorea,3249
3255,Northern Lacuna (L. vincta),Gastropode (L. vincta),Lacuna vincta,140170,Lacuna vincta,140170,,4,Species,,,,débris du littoral,Lacuna vincta,3255
3305,Boreal hairysnail,Gastéropode (A. borealis),Ariadnaria borealis,714762,Ariadnaria borealis,714762,,3,Species,,,,,Ariadnaria borealis,3305
3310,Eroded Turritsnail (T. erosus),Gastropode (T. erosus),Tachyrhynchus erosus,196391,Tachyrhynchus erosus,196391,,8,Species,,,,probablement des coquilles morts,Tachyrhynchus erosus,3310
3418,American Pelicanfoot,Pied-de-pélican,Arrhoges occidentalis,531617,Arrhoges occidentalis,531617,,292,Species,,,,,Arrhoges occidentalis,3418
3420,Moonsnails (Naticidae),Lunaties (Naticidae),Naticidae,145,Naticidae,145,,48,Family,,need photo of umbilicus ,,photo d'umbilic (en-dessous) et opercule,Naticidae,3420
3422,Arctic moonsnail (C. affinis),Lunaties (C. affinis),Cryptonatica affinis,140525,Cryptonatica affinis,140525,,54,Species,,,,photo d'umbilic (en-dessous) et opercule,Cryptonatica affinis,3422
3437,Pale Moonsnail (E. pallida),Lunatie du Groenland (E. pallida),Euspira pallida,140536,Euspira pallida,140536,,99,Species,,,,photo d'umbilic (en-dessous) et opercule,Euspira pallida,3437
3445,Snails (Lacuna sp.),Gastropodes (Lacuna sp.),Lacuna sp.,138099,Lacuna vincta,140170,,1,Species,expect 1 species,,,débris du littoral; 1 sp., , 
3452,Snail (Velutinidae),Gastéropode (Velutinidae),Velutinidae,143,Velutinidae,143,,3,Family,2 kinds,,,photo et conserve,Velutinidae,3452
3455,Snail (Onchidiopsis sp.),Gastéropode velutinidae (Onchidiopsis sp.),Onchidiopsis sp.,138628,Onchidiopsis corys,159955,,4,Species,,,,,Onchidiopsis corys,3455
3459,Wavy Lamellaria,Veloutée rayée,Limneria undata,141904,Limneria undata,141904,,16,Species,,,,,Limneria undata,3459
3460,Smooth lamellaria,Veloutée lisse,Velutina velutina,141905,Velutina velutina,141905,,7,Species,,,,,Velutina velutina,3460
3487,Clathrate Trophon (B. clathratus),Murex (B. clathratus),Boreotrophon clathratus,146732,Boreotrophon clathratus,146732,,1,Species,,,,,Boreotrophon clathratus,3487
3488,Murex (Boreotrophon sp.),Murex (Boreotrophon sp.),Boreotrophon sp.,146731,Boreotrophon clathratus,146732,,37,Species,,,,1 sp seulement, , 
3491,Murex (S. fabricii),Murex (S. fabricii),Scabrotrophon fabricii,147146,Scabrotrophon fabricii,147146,,92,Species,,,,,Scabrotrophon fabricii,3491
3515,Whelks,Buccinidés,Buccinidae,149,Buccinidae,149,,19,Family,3 kinds,,,photo et conserve,Buccinidae,3515
3516,Whelk (Buccinum sp.),Buccins (Buccinum sp.),Buccinum sp.,137701,Buccinum,137701,,262,Genus,,,,photo et conserve,Buccinum,3516
3517,Waved Whelk,Buccin commun,Buccinum undatum,138878,Buccinum undatum,138878,,148,Species,,,,,Buccinum undatum,3517
3518,Thin Whelk,Buccin (B. polare),Buccinum polare,138873,Buccinum terraenovae,490864,,5,Species,,,,était polare ou totteni,Buccinum terraenovae,3518
3519,Whelk (B. turtoni),Buccin (B. turtoni),Beringius turtoni,138855,Beringius turtoni,138855,,15,Species,,,,,Beringius turtoni,3519
3520,Bluish Whelk,Buccin bleu,Buccinum cyaneum,138862,Buccinum cyaneum,138862,,176,Species,,,,type commun,Buccinum cyaneum,3520
3523,Ladder Whelk (B. scalariforme),Buccin (B. scalariforme),Buccinum scalariforme,138875,Buccinum scalariforme,138875,,47,Species,,,,,Buccinum scalariforme,3523
3564,Norway Whelk,Buccin (V. norwegicus),Volutopsius norwegicus,138938,Volutopsius norwegicus,138938,,4,Species,,,,,Volutopsius norwegicus,3564
3565,Whelks (Neptunea sp.),Buccins (Neptunea sp.),Neptunea sp.,137710,Neptunea despecta,491164,,8,Genus,expect 1 species,,,seulement despecta en nord, , 
3566,Wrinkle Whelk (N. decemcostata),Neptunée à dix côtes,Neptunea decemcostata,491164,Neptunea despecta,491164,,1,Species,,,,seulement despecta en nord, , 
3567,Lader Whelk (N. despecta),Neptunée commune du nord,Neptunea despecta,138923,Neptunea despecta,491164,,99,Species,,,,seulement despecta en nord,Neptunea despecta,3567
3575,Whelks (Colus sp.),Buccins (Colus sp.),Colus sp.,137704,Colus,137704,,61,Genus,,,,,Colus,3575
3576,Whelk (C. stimpsoni),Buccin (C. stimpsoni),Colus stimpsoni,160215,Colus stimpsoni,160215,,42,Species,,,,,Colus stimpsoni,3576
3577,Hairy Whelk (C. pubescens),Buccin (C. pubescens),Colus pubescens,160212,Colus pubescens,160212,,70,Species,,,,,Colus pubescens,3577
3578,Arctic Whelk,Colus (P. kroeyeri),Plicifusus kroyeri,491269,Plicifusus kroyeri,491269,,25,Species,,,,,Plicifusus kroyeri,3578
3583,Whelk (A. brevicauda),Buccin (A. brevicauda),Aulacofusus brevicauda,490735,Aulacofusus brevicauda,490735,,18,Species,,,,,Aulacofusus brevicauda,3583
3630,Snail (P. scalaris),Gastropode (P. scalaris),Propebela scalaris,160447,Propebela scalaris,160447,,1,Species,,,,,Propebela scalaris,3630
3715,Giant Canoe Bubble (S. punctostriatus),Céphalaspide (S. punctostriatus),Scaphander punctostriatus,139490,Scaphander punctostriatus,139490,,343,Species,,,,,Scaphander punctostriatus,3715
